[0.89370629370629373, 150, 0.10806451612903226, 10, 3]
[0.89650349650349648, 60, 0.07129032258064516, 5, 5]
[0.89650349650349648, 70, 0.05903225806451613, 8, 5]
[0.89650349650349659, 90, 0.02838709677419355, 7, 1]
[0.89720279720279716, 20, 0.07741935483870968, 10, 4]
[0.89720279720279716, 30, 0.12645161290322582, 10, 3]
[0.89720279720279716, 30, 0.15096774193548387, 5, 3]
[0.89720279720279716, 40, 0.13870967741935486, 9, 4]
[0.89790209790209796, 10, 0.022258064516129033, 7, 3]
[0.89860139860139854, 20, 0.016129032258064516, 3, 3]
[0.89860139860139854, 20, 0.05903225806451613, 5, 3]
[0.89860139860139854, 20, 0.07741935483870968, 3, 3]
[0.89860139860139854, 20, 0.08967741935483871, 8, 3]
[0.89860139860139854, 40, 0.01, 10, 3]
[0.89860139860139854, 40, 0.040645161290322585, 3, 3]
[0.89860139860139854, 40, 0.0467741935483871, 10, 3]
[0.89860139860139854, 40, 0.05903225806451613, 7, 3]
[0.89860139860139854, 40, 0.08354838709677419, 6, 3]
[0.89860139860139854, 40, 0.11419354838709678, 10, 3]
[0.89860139860139854, 40, 0.12645161290322582, 5, 3]
[0.89860139860139854, 40, 0.13258064516129034, 5, 3]
[0.89860139860139854, 40, 0.15096774193548387, 5, 3]
[0.89860139860139854, 40, 0.16322580645161291, 3, 3]
[0.89860139860139854, 50, 0.09580645161290323, 6, 3]
[0.89860139860139854, 50, 0.09580645161290323, 9, 3]
[0.89860139860139854, 50, 0.10806451612903226, 6, 3]
[0.89860139860139854, 50, 0.10806451612903226, 6, 3]
[0.89860139860139854, 50, 0.11419354838709678, 3, 3]
[0.89860139860139854, 50, 0.11419354838709678, 3, 3]
[0.89860139860139854, 50, 0.12645161290322582, 8, 3]
[0.89860139860139854, 50, 0.12645161290322582, 10, 3]
[0.89860139860139854, 50, 0.14483870967741938, 8, 3]
[0.89860139860139854, 50, 0.14483870967741938, 10, 3]
[0.89860139860139854, 50, 0.1570967741935484, 7, 3]
[0.89860139860139854, 50, 0.1570967741935484, 10, 3]
[0.89860139860139854, 50, 0.16935483870967744, 7, 3]
[0.89860139860139854, 50, 0.16935483870967744, 9, 3]
[0.89860139860139854, 50, 0.18161290322580648, 4, 3]
[0.89860139860139854, 50, 0.18161290322580648, 9, 3]
[0.89860139860139865, 70, 0.01, 3, 4]
[0.89999999999999991, 110, 0.13258064516129034, 10, 6]
[0.90000000000000002, 110, 0.14483870967741938, 9, 6]
[0.90000000000000002, 110, 0.14483870967741938, 10, 6]
[0.90000000000000013, 50, 0.01, 3, 4]
[0.90000000000000013, 50, 0.01, 5, 4]
[0.90000000000000013, 60, 0.01, 4, 4]
[0.90000000000000013, 60, 0.01, 10, 4]
[0.9006993006993006, 60, 0.17548387096774196, 4, 6]
[0.9006993006993006, 60, 0.1938709677419355, 5, 6]
[0.90069930069930071, 80, 0.16322580645161291, 3, 6]
[0.9013986013986014, 90, 0.05290322580645162, 3, 6]
[0.9013986013986014, 100, 0.05290322580645162, 3, 6]
[0.9013986013986014, 110, 0.05290322580645162, 3, 6]
[0.9013986013986014, 110, 0.07129032258064516, 7, 6]
[0.9013986013986014, 110, 0.1938709677419355, 7, 6]
[0.9013986013986014, 120, 0.05290322580645162, 8, 6]
[0.9013986013986014, 130, 0.12032258064516128, 6, 6]
[0.9013986013986014, 130, 0.12032258064516128, 6, 6]
[0.9013986013986014, 140, 0.12645161290322582, 5, 6]
[0.9013986013986014, 140, 0.12645161290322582, 6, 6]
[0.9013986013986014, 140, 0.13258064516129034, 8, 6]
[0.9013986013986014, 150, 0.07741935483870968, 4, 6]
[0.9013986013986014, 150, 0.10193548387096774, 5, 6]
[0.9013986013986014, 150, 0.10193548387096774, 5, 6]
[0.9013986013986014, 150, 0.10806451612903226, 8, 6]
[0.9013986013986014, 150, 0.11419354838709678, 6, 6]
[0.9013986013986014, 150, 0.11419354838709678, 10, 6]
[0.9013986013986014, 160, 0.05903225806451613, 5, 6]
[0.9013986013986014, 160, 0.06516129032258064, 10, 6]
[0.9013986013986014, 160, 0.07741935483870968, 3, 6]
[0.9013986013986014, 160, 0.07741935483870968, 3, 6]
[0.9013986013986014, 160, 0.07741935483870968, 5, 6]
[0.9013986013986014, 160, 0.07741935483870968, 10, 6]
[0.9013986013986014, 160, 0.10806451612903226, 3, 6]
[0.9013986013986014, 160, 0.10806451612903226, 9, 6]
[0.9013986013986014, 160, 0.10806451612903226, 9, 6]
[0.9013986013986014, 160, 0.10806451612903226, 10, 6]
[0.9013986013986014, 160, 0.12032258064516128, 4, 6]
[0.9013986013986014, 160, 0.12645161290322582, 3, 6]
[0.9013986013986014, 160, 0.12645161290322582, 3, 6]
[0.9013986013986014, 160, 0.12645161290322582, 3, 6]
[0.9013986013986014, 160, 0.12645161290322582, 4, 6]
[0.90209790209790208, 10, 0.022258064516129033, 7, 2]
[0.90209790209790208, 10, 0.022258064516129033, 8, 2]
[0.90209790209790208, 10, 0.02838709677419355, 7, 2]
[0.90209790209790208, 10, 0.02838709677419355, 7, 2]
[0.90209790209790208, 10, 0.034516129032258064, 6, 2]
[0.90209790209790208, 10, 0.040645161290322585, 4, 2]
[0.90209790209790208, 10, 0.040645161290322585, 7, 2]
[0.90209790209790208, 10, 0.05290322580645162, 5, 2]
[0.90209790209790208, 10, 0.05903225806451613, 7, 2]
[0.90209790209790208, 10, 0.05903225806451613, 9, 2]
[0.90209790209790208, 10, 0.06516129032258064, 7, 2]
[0.90209790209790208, 10, 0.07129032258064516, 8, 2]
[0.90209790209790208, 10, 0.09580645161290323, 7, 2]
[0.90209790209790208, 10, 0.13258064516129034, 5, 2]
[0.90209790209790208, 10, 0.1570967741935484, 10, 2]
[0.90209790209790208, 10, 0.16322580645161291, 5, 2]
[0.90209790209790208, 10, 0.16322580645161291, 6, 2]
[0.90209790209790208, 10, 0.18161290322580648, 10, 2]
[0.90209790209790208, 10, 0.18774193548387097, 7, 2]
[0.90209790209790208, 10, 0.18774193548387097, 9, 2]
[0.90209790209790208, 10, 0.2, 10, 2]
[0.90209790209790208, 50, 0.18161290322580648, 3, 6]
[0.90209790209790208, 70, 0.1938709677419355, 9, 6]
[0.90209790209790208, 70, 0.1938709677419355, 10, 6]
[0.90209790209790208, 70, 0.2, 5, 6]
[0.90279720279720277, 90, 0.18161290322580648, 8, 6]
[0.90279720279720277, 90, 0.1938709677419355, 10, 6]
[0.90349650349650346, 20, 0.05290322580645162, 9, 6]
[0.90349650349650346, 20, 0.07129032258064516, 5, 6]
[0.90349650349650346, 20, 0.07741935483870968, 7, 6]
[0.90349650349650346, 20, 0.08354838709677419, 7, 6]
[0.90349650349650346, 20, 0.12645161290322582, 8, 6]
[0.90349650349650346, 20, 0.14483870967741938, 8, 6]
[0.90349650349650346, 20, 0.16935483870967744, 7, 6]
